model_slug,model_provider,model_name,perturbation_id,item_id,dataset,perturbation_type
google_gemini_35_flash,google,gemini-3.5-flash,824f1cde0471350b,092e6118-1204-408e-9481-327caf036b0a,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,0f334ca3b5c91a13,10d986a7-597d-4bb8-bb64-9243aebebeb9,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,bfbb7e6dac03e693,ded2b7fd-aaff-4d23-a578-fba6bf8b5305,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,1ac4e4b6867aaec1,a3f44080-04fb-46f4-84a0-979b968cab87,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,0e915e02a0734d15,86adf51b-ab0b-48e3-8e81-326d2329865a,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,bf9c478f731e2324,2fc2559e-8a56-48ea-9b36-83a9a20ddcb1,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,4a9b37c98060d3d4,658ee6af-f628-4842-a366-c97db54ce1d6,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,0460aa35a6501031,5f31cc9a-5c08-4fba-bf91-d9db4326cc7c,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,7b08cb313e65540f,5fcca67d-308d-410e-a1d8-8080458e3bb2,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,cafcd49b000169d4,278ace31-4af0-410c-8fbd-03606b868d4d,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,3c79819458ecbda5,e647f14f-5879-48b4-8049-2c62400273c5,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,2884c4f4e7455f23,86f5afde-37a0-4872-89a2-4ceecb40a97c,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,3a67d85b5a9e3b36,fd28b3e2-d5d5-49fd-9e75-74cdc36a93d4,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,9d32cfdcc247ea4b,5f179db4-cab6-4a75-93e8-5da51327a0dd,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,9010d308a958a564,754c9ce3-2b47-49af-9943-3fbc6e951b45,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,48eaed414804fe3b,8849edd2-b921-49e7-ad1f-b5224165f0a6,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,fa8718dbaad92177,b7a2284b-1705-4f4a-8d9b-ed5151df68a9,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,e25e7330f2d22e33,75e32cf9-fd17-40fe-b89f-768685ad1f3f,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,363e07fa2fad30bb,82b4c696-d3cc-41c7-9508-f128cd16c4cb,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,daee5c98c9370b2e,01e93f69-7e48-4698-9ee5-226fd3943e55,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,c17da3043e76247d,b58d359e-6bda-41de-aa65-b912804491ad,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,2f478b0c2ae28ea4,e120bdc4-ffc5-4b9e-b42f-aff8da0685bc,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,8f2f31c18481232c,373cfbca-6095-4c6b-a3ea-189f3a957e8b,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,4482371aeb4f0c29,a865714f-3f6e-4c42-835f-e3f3489b20ef,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,6df5590a0b4ea6d4,b6e0bd42-1391-488c-8991-8385d94f4a77,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,7e9df6f9d971aac7,5af1e4ae-3ce5-413c-970f-bebd61f21929,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,c2f872d0043a205e,26e0e621-c6b2-4ff8-a48f-c88f5b98ecec,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,78a59bad4b3011dc,065212a4-8bc8-4106-a8f1-3739889b5d16,real_pocqi,decontextualized
google_gemini_35_flash,google,gemini-3.5-flash,78570b4e02cc3448,c9408057-7857-4467-b84c-886415cc707c,real_pocqi,reworded
google_gemini_35_flash,google,gemini-3.5-flash,75aa22d29d26fa3a,beef50e5-907f-4d64-80db-defd901eb932,real_pocqi,reworded
google_gemini_35_flash,google,gemini-3.5-flash,c5cf61e7c6328211,95934650-5842-4659-8be5-3a271ee9a316,real_pocqi,reworded
google_gemini_35_flash,google,gemini-3.5-flash,3f9f902af295e1b1,e9bfce86-620c-44ed-a543-b583cc0ec2e2,real_pocqi,reworded
xai_grok_43,xai,grok-4.3,e3c616c3d1189542,b2763c25-fdc2-480a-b6f5-04a412e182c8,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,6f025623541f6d05,1e1ec30b-fa4f-4f11-a189-d90762bce6d1,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,b99cca14db23679c,bf5e7971-3a4b-480f-b03e-5be74907d0c0,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,3c636d634c014e73,0c128afb-be6e-4ea8-b9c2-07cd97e3d8d3,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,4b7664c17a867a77,215e212c-d52c-4a63-8fda-d023667210e2,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,69cfba5a5f6916c9,08fdc56d-a23c-4b03-bfab-0e91a089c45c,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,7323154772b49bf7,36c6e780-d4a8-47b2-8a36-90ee4b97607f,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,46bfd178b8bdbdb6,dee5e953-576b-44ad-85e7-dd479d6b101e,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,84626ea26c6aeb29,b3f03076-d68a-4740-8b02-f342b35f2f6c,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,a167eada1af81c09,dff05297-e63c-43a6-892d-330c43d86d75,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,7d74b8f94a3652a3,70aa6173-24ed-4ff8-81fc-34c5fe7f84fb,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,c9176c4b4df5cae1,2371d33f-6922-4fc9-891c-5f40e4d90fd0,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,3d97730916838702,bc2b7ac8-3a0e-4487-a899-f2643a1980df,healthbench,context_uncertainty
xai_grok_43,xai,grok-4.3,f748348089bbace9,161fdee9-04a6-408c-9cc8-f4c6dbe6ce77,healthbench,reworded
xai_grok_43,xai,grok-4.3,20f6d0e27014ae1a,PMC11625110,medrbench,full_information
xai_grok_43,xai,grok-4.3,12b50b9339b1fdff,PMC11491658,medrbench,full_information
xai_grok_43,xai,grok-4.3,49b10e5add02c878,PMC11521799,medrbench,full_information
xai_grok_43,xai,grok-4.3,96c8a659ac4345af,PMC11642678,medrbench,full_information
xai_grok_43,xai,grok-4.3,18b0ec18701dbd6e,PMC11588351,medrbench,full_information
xai_grok_43,xai,grok-4.3,275e99ecdb09cab8,PMC11555243,medrbench,full_information
xai_grok_43,xai,grok-4.3,28ea71f9fc88d61c,PMC11509815,medrbench,full_information
xai_grok_43,xai,grok-4.3,a802b81cbfd692ad,PMC11446496,medrbench,full_information
xai_grok_43,xai,grok-4.3,75658528e75185e4,PMC11585532,medrbench,full_information
xai_grok_43,xai,grok-4.3,0d12fbf7f46587e7,PMC11367528,medrbench,full_information
xai_grok_43,xai,grok-4.3,17f6edbe22c5b5c3,PMC11450233,medrbench,full_information
xai_grok_43,xai,grok-4.3,ae5701e59209de81,PMC11550647,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,fb1cbf28a5b16ec8,PMC11496448,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,cc0942f2ba4c232b,PMC11501515,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,2688fee8c1a3517c,PMC11413743,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,8a58fe0efcb515e5,PMC11642248,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,908337906f8dbdbd,PMC11602238,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,80d18b6b032759b5,PMC11621592,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,d0b2a091fe69529b,PMC11540108,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,f3779f357f6416a7,PMC11436284,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,e91fd9db17e28372,PMC11503845,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,137ff0eaede55a6b,PMC11427962,medrbench,missing_ancillary_tests
xai_grok_43,xai,grok-4.3,b4fd11fb4098a3f2,PMC11593787,medrbench,reworded
xai_grok_43,xai,grok-4.3,7795a7fa206b44dd,PMC11585532,medrbench,reworded
xai_grok_43,xai,grok-4.3,1115080ddef7e03f,PMC11471678,medrbench,reworded
xai_grok_43,xai,grok-4.3,0c65a7f22a1fd4ce,2bb555d5-1921-4350-8007-38b18e9cddc6,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,58f031736e0fd5e9,15f2c20e-ec35-4a09-8050-4e9ac1fdd356,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,3b3d710bd216401f,8fc112d7-095e-4897-9e21-960516e5fba8,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,a30e09475f9b5aa3,1f0f8345-9991-427f-a505-435fa999b98f,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,f4b58479490e15fa,ad724352-b8a5-4a2c-92bb-2c665e782d80,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,78a59bad4b3011dc,065212a4-8bc8-4106-a8f1-3739889b5d16,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,a2b81ee1ed9a66ff,2d63d05c-08a2-4bcf-9d9a-c993a4773736,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,fd75a8039fa8f02d,67817c68-5f37-47d4-8350-ed35ad356a35,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,fa98a356149079c4,4235408c-3fd3-4971-8dd0-6f0dbf4828cb,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,cb0b797d3eb4378d,0c75dcf8-97ac-4ad7-bef0-13822cfcec42,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,a2c42da4378cbe22,67ffde47-d5d4-4440-bc27-84f6eb8d6ad4,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,2a16040f74acf890,0b6e709d-f977-425b-9b49-bee78e6a7023,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,3b74ab9080c037df,cfde7cc4-1d3e-444f-abde-0dbb141ef495,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,303da770bc17cdd7,79cfe10c-b7bf-4ca3-b165-fa4e3642795c,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,e76a4480c56d3662,147393e1-de09-42d9-b9e6-258f211451eb,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,6a60943ee2248d77,0bcd724e-30ba-41ed-96b6-f1594d5eb192,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,3145c33d2f4b7150,c9f8bf8c-7960-4553-920c-696d7b88da0f,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,8ca124dd149efe88,b5fb6a8c-09cb-4268-b3d1-71b8d3359319,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,b34c42e21027a485,9e0fc7d1-0d7b-4f1d-a374-7bbc15f926de,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,f422903c13e2b76d,55fcaacd-ee4e-4fad-91da-001c3747a0c2,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,597e4852d002373e,b07be698-84f6-467e-9b59-9b87f40e617a,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,7dda396a985beca7,14544d08-1b72-4c94-b026-bdc55981d601,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,ed5cd7abfb0f8e97,beef50e5-907f-4d64-80db-defd901eb932,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,6fe7b1b20c0c0ed9,0640530b-7acf-49c5-b4df-3ffc3356822b,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,e7dfdac819064d05,c9408057-7857-4467-b84c-886415cc707c,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,d1e742a5592d0782,513d6280-92e4-46fe-884d-6bd5fba96009,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,c65b0d0e09e1da3c,752adb8e-29d8-443c-b586-706cee691d2b,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,e23f2128c30d4627,b9fe2253-4f5c-4891-99af-2020bd6a7220,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,f1ec403b88b2517b,ceccf8c0-3271-4af0-86c6-6369e1adfb5c,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,7cbcf0d87054a1ba,6084ffee-54ef-4b99-a4b2-66a7ca8a3f26,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,c67cb8649c530ab8,67f34680-5a25-469f-a29f-7266abba3205,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,52cf2778219715b9,d67ee15b-41b0-402c-9331-b277585bf791,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,b3f18a7d1abc3147,8276cd62-6483-4d9d-8f76-5b50b716243f,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,1bb52f09a8951832,b0cd7d87-fef7-42d2-bdca-dc34682eae1f,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,1a5c5cc626215812,fa038416-583d-4d6e-b97b-3c0638f736a4,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,2f478b0c2ae28ea4,e120bdc4-ffc5-4b9e-b42f-aff8da0685bc,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,93fa065fb827b017,c157e756-e008-4485-9824-7e2e96ce8c9a,real_pocqi,decontextualized
xai_grok_43,xai,grok-4.3,fca767c5509be775,0491057f-7f10-4b66-bf27-b027fae4565c,real_pocqi,reworded
xai_grok_43,xai,grok-4.3,639a22c51e8505e5,a1cec3be-237a-4624-93e5-910dfb8eb16a,real_pocqi,reworded
xai_grok_43,xai,grok-4.3,74353e018f0710c8,1aa660ca-b65a-4a37-98cd-4ca19110e397,real_pocqi,reworded
xai_grok_43,xai,grok-4.3,f57008e21d8d2000,1d37e63a-6a54-4030-b120-78e51d4a33c1,real_pocqi,reworded
